anon_id,overall,environment,feedback,async,opportunities,sensitiviy
2610,1,2,4,5,5,2
3383,5,5,1,2,5,5
1757,5,5,3,3,2,5
2369,1,2,2,2,1,5
2417,4,5,5,1,2,2
807,1,5,5,5,3,2
554,3,4,3,3,3,1
78,3,4,5,2,2,3
968,1,5,5,1,1,1
3425,1,1,1,2,3,2
2791,3,1,1,5,5,4
590,1,2,2,2,3,2
1165,5,5,2,1,1,4
4066,3,5,1,3,1,1
4069,2,4,2,2,5,5
3058,2,1,3,5,4,3
3201,4,5,3,3,3,4
2994,3,5,1,1,5,5
3475,4,1,3,5,3,1
3283,1,1,4,4,1,3
3234,5,1,3,2,3,5
3934,3,5,2,2,1,4
2899,2,5,3,3,2,1
1565,4,4,5,5,1,3
3396,1,5,5,2,3,3
1888,1,2,2,1,4,1
1945,2,1,2,3,3,4
3362,1,4,4,2,2,2
4240,3,5,3,3,5,5
3060,1,5,4,3,2,4
930,3,5,5,5,4,4
4640,4,5,1,5,4,3
1927,5,1,1,4,2,4
3502,5,2,3,1,5,5
1667,2,1,2,4,5,2
1138,4,2,4,4,1,2
1032,5,1,2,2,4,2
1674,4,2,4,3,4,5
4265,2,5,5,5,5,2
2517,3,2,2,3,5,4
767,2,3,2,5,1,5
879,1,1,3,3,4,1
2332,2,5,5,5,5,3
2244,2,5,5,3,3,2
911,5,1,1,4,3,5
3998,5,1,4,4,3,2
105,5,1,2,4,2,5
524,2,4,3,5,3,3
2796,1,1,5,3,4,2
494,3,1,3,3,5,2
4755,4,2,3,5,2,3
446,5,4,5,2,4,3
2605,2,5,5,3,2,3
602,1,4,3,1,2,1
2574,5,1,2,2,5,3
155,5,3,4,3,2,2
2543,3,4,4,2,2,2
2039,3,2,2,2,4,5
4538,3,4,4,3,5,3
686,4,1,1,5,2,5
907,3,1,5,2,2,4
4554,3,5,5,5,1,2
2101,3,4,1,4,4,2
326,1,1,5,2,4,3
1098,1,2,3,1,1,5
621,4,5,5,2,2,1
871,4,5,4,4,2,4
3031,1,4,1,3,2,5
2854,4,4,5,3,1,3
1023,1,5,5,2,1,2
1949,1,4,1,5,5,3
638,3,2,5,3,5,4
3756,2,3,1,5,2,4
773,2,5,4,4,5,4
3328,1,3,5,2,2,2
3017,4,3,5,5,4,3
450,2,2,4,5,3,4
1645,5,2,5,3,3,1
889,2,2,1,1,1,2
4444,1,3,1,2,1,3
1794,3,1,5,5,5,2
3497,5,2,1,3,5,5
1877,1,2,3,2,3,4
543,3,4,1,3,4,1
2789,3,2,2,5,2,3
2255,4,5,3,3,2,5
4659,3,5,5,1,2,5
3704,3,3,3,4,2,1
3792,5,1,5,5,1,2
2146,2,1,4,1,2,4
2527,1,3,4,1,4,1
2631,5,4,2,4,3,4
2815,4,5,4,2,4,5
1653,1,5,4,5,5,5
2360,5,2,2,3,3,3
4636,4,3,2,3,3,3
3062,1,2,3,5,1,1
4389,4,1,4,3,5,5
1810,1,5,2,4,2,3
2746,4,4,3,4,5,1
3466,2,5,2,5,4,3
4592,1,4,4,5,1,5
2838,5,1,3,4,2,2
3084,3,5,3,3,3,3
330,2,3,3,1,1,3
370,5,4,5,3,1,2
676,3,3,2,3,5,4
2977,4,4,2,4,5,1
1400,1,3,5,2,3,3
2086,1,5,1,1,1,1
1349,1,3,4,4,5,3
3120,5,3,2,2,5,1
633,4,4,4,1,1,3
3653,1,2,2,2,1,4
2199,4,5,5,4,1,5
2361,2,4,1,1,4,3
218,1,2,3,2,4,4
2376,3,5,1,1,3,5
4144,3,3,1,4,2,4
498,3,3,5,5,3,5
4163,1,2,5,3,3,1
3260,5,1,1,4,2,4
3654,3,4,5,1,4,5
4418,3,4,5,3,5,5
4779,4,5,3,5,3,3
3050,5,1,2,1,1,5
1609,2,3,5,2,3,5
648,5,3,1,1,1,4
3648,5,5,3,1,2,4
3865,2,5,2,1,3,4
2613,5,1,1,5,5,3
2777,2,5,4,1,2,3
2847,5,2,1,2,5,4
3866,5,1,2,2,2,3
1324,4,3,1,1,3,3
864,5,3,4,3,3,2
1725,3,2,1,2,2,2
205,5,2,5,1,5,5
2036,4,3,5,2,2,1
503,5,5,4,3,5,5
3351,3,4,1,1,2,4
1887,3,2,5,1,3,1
3259,4,4,5,5,5,2
4011,1,1,1,3,3,5
44,2,5,2,2,5,2
2516,2,4,3,5,5,1
59,1,4,2,5,2,1
4183,3,5,1,2,2,2
1822,3,3,5,2,1,1
3689,2,2,3,1,1,4
1227,3,1,3,3,1,4
3243,1,2,3,1,2,1
2209,4,4,4,2,2,3
2384,4,5,4,5,3,4
2983,4,3,4,4,2,3
905,3,5,4,4,2,1
2949,2,4,4,2,1,4
466,1,4,3,5,2,1
1592,3,3,1,5,5,3
2012,4,1,1,5,5,4
4424,2,1,4,2,3,1
947,4,1,3,5,5,5
1474,5,3,2,2,5,2
1338,3,5,3,5,5,4
1875,1,2,3,3,2,4
2622,5,5,2,2,2,5
2434,1,1,2,3,5,2
2714,1,3,5,1,5,2
2144,3,3,4,2,4,5
3192,5,2,4,4,1,4
168,5,3,4,5,1,5
604,5,3,3,4,3,1
4298,1,5,2,5,4,5
2976,2,3,1,5,2,2
2410,1,2,3,5,2,2
1761,2,2,4,4,1,2
4200,5,4,4,4,1,2
946,2,1,1,3,5,4
2768,4,2,4,2,3,4
470,1,1,3,4,3,2
913,1,3,5,4,3,4
764,4,2,2,5,4,3
1176,3,1,5,1,4,5
4593,1,5,4,4,5,1
3293,2,5,5,1,1,3
266,1,2,1,5,3,3
2782,1,1,1,5,2,1
4739,1,4,5,5,2,1
570,1,1,1,3,4,5
1447,5,3,5,3,3,4
3697,5,3,1,5,3,3
41,4,5,3,1,5,4
1935,1,3,1,1,5,3
3504,2,5,3,4,3,1
4623,3,3,5,1,3,1
4607,2,2,4,2,2,1
1842,1,5,4,1,4,5
3626,1,3,5,5,2,3
65,5,3,2,1,4,4
575,2,5,3,5,5,3
4234,2,5,4,2,3,5
2295,2,2,1,4,5,3
1890,4,5,5,3,1,4
4772,3,1,3,1,5,1
1034,3,3,5,4,5,4
1418,4,5,2,2,5,4
3532,3,1,3,1,3,4
1707,2,4,5,1,3,1
2989,3,1,3,3,4,3
3580,5,1,4,4,5,2
4099,5,4,3,3,2,2
2297,5,1,3,4,1,1
452,3,3,3,2,1,1
4363,4,4,3,2,3,5
820,4,4,2,5,1,3
4003,5,5,1,1,2,5
3150,1,1,3,2,1,2
2603,2,4,5,4,2,3
3486,1,3,5,5,5,4
4106,5,5,2,2,2,4
627,2,1,5,1,4,1
4746,2,1,2,3,3,5
2336,4,2,3,2,5,2
1346,4,1,4,4,5,3
3157,5,2,3,2,3,2
3105,4,1,4,1,4,4
51,2,4,5,1,2,3
1467,4,3,3,5,5,2
1078,4,1,5,5,5,3
3188,3,2,4,5,5,5
4115,2,5,2,4,5,5
301,3,4,1,4,3,5
278,4,4,3,2,5,3
1434,1,5,2,2,2,4
3341,1,1,2,1,1,2
373,1,4,4,5,1,4
1962,2,3,3,5,1,5
2464,2,1,2,2,4,2
1975,4,3,1,3,3,3
4102,2,4,4,1,3,3
4308,1,3,1,4,2,2
437,3,3,1,1,1,4
908,3,4,4,1,2,5
3448,4,1,5,2,5,5
584,1,3,2,5,1,5
829,5,2,4,3,1,3
3346,3,2,4,4,2,4
2324,5,3,2,3,4,2
2683,4,4,4,4,2,3
434,1,3,3,4,5,2
2273,1,3,4,2,5,2
4255,1,2,3,2,3,2
552,1,3,3,5,2,1
3249,5,5,5,2,5,1
4214,5,2,3,2,3,2
1022,2,5,3,5,4,5
3401,5,4,1,3,1,4
1741,4,4,4,5,1,4
526,3,3,3,4,3,5
2757,1,1,2,1,2,4
2721,4,5,4,1,5,5
156,4,4,5,5,1,5
2826,5,4,5,3,3,3
775,3,1,4,2,1,5
1242,1,2,2,4,5,4
4694,4,2,2,5,3,5
1110,2,3,4,1,5,5
3317,5,3,1,5,5,4
1505,1,2,4,5,3,4
3540,2,4,3,1,2,2
1987,5,5,5,1,2,1
3691,3,3,2,5,4,5
1372,2,4,3,3,4,5
4482,4,3,5,1,1,4
1720,4,5,1,5,1,5
677,3,3,4,3,1,1
2027,1,2,2,4,5,3
3811,4,1,3,5,3,3
2169,4,3,3,5,2,5
4612,2,2,5,3,1,2
3572,5,3,4,2,4,5
1982,3,1,1,5,3,4
3674,4,5,5,3,4,1
3348,3,1,3,3,2,2
3842,4,5,5,4,5,2
989,5,5,1,3,3,3
1077,2,3,1,1,2,2
216,2,3,1,3,2,5
3250,5,2,5,1,2,1
4203,2,2,1,4,1,4
1513,3,5,2,1,2,3
4408,1,2,1,2,1,1
2596,2,4,4,3,3,5
411,1,2,1,3,2,4
893,4,1,5,2,5,5
2805,2,2,3,5,3,4
1198,3,5,4,1,3,1
2676,3,2,2,4,1,2
408,2,5,5,1,4,1
1122,1,3,4,1,5,5
2205,4,5,1,2,4,1
527,5,3,5,3,5,5
4375,3,4,1,3,3,5
1901,1,5,1,2,2,4
777,2,3,1,4,5,5
1519,2,4,5,4,3,3
115,5,3,2,2,2,3
4598,1,2,3,1,3,4
3191,3,3,1,5,2,5
2457,5,2,4,1,2,2
3556,1,2,5,3,3,2
2563,4,4,2,1,3,4
4488,5,2,2,5,5,5
746,4,2,3,2,5,2
749,3,5,1,2,4,2
2460,1,2,3,4,4,5
2077,2,1,4,3,1,1
743,1,3,2,4,5,5
419,4,5,5,1,4,5
2498,2,1,4,2,1,3
4366,1,2,2,3,1,5
191,5,5,5,1,3,2
4149,1,1,1,4,5,2
3655,1,1,1,2,4,5
3063,1,5,2,1,3,5
792,4,3,2,4,2,5
2090,3,3,5,3,5,2
2597,3,5,4,1,2,3
1826,3,2,2,4,4,3
1197,2,1,3,1,2,1
2706,5,5,4,3,2,2
3208,5,2,4,2,3,1
3168,4,3,2,5,5,3
2955,3,5,4,5,4,1
4097,3,3,4,1,4,4
3099,3,1,5,5,4,5
4208,2,4,3,1,3,2
2201,2,5,4,3,1,2
4530,3,5,4,5,5,3
1220,5,3,3,1,2,4
3496,4,2,5,4,3,3
333,5,2,2,3,3,2
3571,4,5,3,4,5,5
1271,5,1,1,5,2,1
4288,4,2,4,4,1,3
2104,1,5,3,1,4,5
1787,1,3,3,2,1,5
1137,4,1,5,5,1,2
4738,3,2,1,4,5,4
4084,1,2,1,1,4,3
1296,2,2,4,5,3,4
3498,5,3,2,5,2,1
713,2,5,4,4,4,3
2913,4,5,4,5,2,2
1183,3,5,1,1,2,4
1763,2,4,5,5,5,4
3215,2,4,2,5,5,1
3474,4,1,5,5,1,2
2700,1,3,2,3,4,2
348,3,1,3,3,3,2
1562,3,4,2,1,2,4
4520,1,3,3,4,2,2
2042,1,5,2,3,3,5
363,4,5,5,2,4,4
958,2,3,2,2,2,2
2239,5,1,3,2,3,2
1804,5,4,4,5,5,5
2954,4,1,4,5,3,1
816,1,5,1,2,2,5
4493,4,4,5,2,4,1
3903,5,4,5,5,5,3
1260,2,2,2,5,5,2
4709,1,3,3,4,5,1
1766,5,3,4,3,1,3
386,4,2,5,3,3,1
2831,5,5,5,4,1,2
2718,3,4,3,3,1,1
2350,4,5,1,5,4,3
766,3,2,2,3,1,4
674,1,2,4,5,5,4
1872,3,1,4,4,5,4
2934,1,1,2,2,2,4
4651,2,2,3,2,3,1
4257,4,4,5,5,2,4
3091,1,3,1,1,5,2
2448,2,5,5,4,3,2
861,3,4,2,2,2,2
1102,2,2,2,4,4,4
587,2,3,5,4,3,4
3926,5,2,2,2,1,2
1965,2,1,1,4,4,2
3042,2,3,1,3,4,1
1923,1,4,5,2,5,1
